Sentence #,mymensingh_word,bio_tag
,দাড়াই,O
,আসিলাম,O
Sentence: 2325,আমার,O
,প্রতিদিন,O
,খেলাধুলা,O
,করতে,O
,ভালা,O
,লাগে,O
Sentence: 2020,আমি,O
,আফনের,O
,লাইজ্ঞা,O
,অপেক্ষা,O
,করতাম,O
,ফারি,O
Sentence: 2455,ছোট,O
,বাচ্চাডা,O
,অনেক,O
,অসুস্থ,O
Sentence: 116,তাইতো,O
,আমি,O
,বন্ধু,B-REL
,তোমারে,O
,এত,O
,ভালবাসি,O
Sentence: 2243,আমি,O
,এবং,O
,আমার,O
,ছোট,B-REL
,বইন,I-REL
,একসাথে,O
,হাতুর,O
,কাটি,O
Sentence: 563,একটা,O
,কালা,B-COL
,কুত্তা,B-ANI
,ঘাসের,O
,মধ্যে,O
,দৌড়াইতাসে,O
Sentence: 2146,হেয়,O
,আমারে,O
,মেলা,O
,অপমান,O
,করসে,O
Sentence: 621,আমি,O
,চা,B-FOOD
,খাইতে,O
,পসন্দ,O
,করি,O
Sentence: 1294,হেয়,O
,চাকরি,O
,করে,O
,বিয়া,O
,বিয়া,O
,করে,O
,নাই,O
Sentence: 1930,আমার,O
,ইস্কুলে,B-ORG
,যাইতে,O
,ভালা,O
,লাগেনা,O
Sentence: 2789,তুমারে,O
,ভালোবাসি,O
Sentence: 140,যখন,O
,কোন,O
,বেডা,O
,কোন,O
,বেডিরে,O
,ভালবাসে,O
,তহন,O
,হেয়,O
,তার,O
,জন্য,O
,সব,O
,কিসুই,O
,করতে,O
,পারে,O
Sentence: 901,দিন,O
,দিন,O
,হতাশার,O
,মধ্যে,O
,ডুইববা,O
,যাইতাসি,O
,এর,O
,মুক্তি,O
,পায়াম,O
,কেমনে,O
Sentence: 310,আর,O
,কত,O
,ছুটি,O
,কাটায়াম,O
Sentence: 2259,তুমি,O
,হাচাই,O
,মেলা,O
,কঠিন,O
,সময়,O
,পার,O
,করছ,O
Sentence: 2928,আইতাম,O
,না,O
Sentence: 2452,আমার,O
,আব্বা,B-REL
,বাজারতে,O
,আমরার,O
,লাইজ্ঞা,O
,তেঁতুল,B-FOOD
,কিন্না,O
,আনসে,O
Sentence: 3012,হে,O
,খুবই,O
,বেদ্দপ,O
Sentence: 1280,হের,O
,আমলের,O
,উদাহরণ,O
,দেন,O
,হেয়,O
,কিতা,O
,করসেন,O
Sentence: 1302,আমি,O
,এহন,O
,এইগুলা,O
,মাইন্না,O
,নিতাম,O
,পারতাসি,O
,না,O
Sentence: 1993,তারার,O
,সাথে,O
,আমি,O
,বেগ,O
,সময়,O
,আনন্দে,O
,ভইরা,O
,থাকি,O
Sentence: 1157,ওই,O
,ছেড়ারে,O
,খুঁইজ্জা,O
,বাইর,O
,করনের,O
,ব্যাপারে,O
,আমরার,O
,সাহায্য,O
,চায়,O
Sentence: 2616,রং,B-COL
,করতারবি,O
,নি,O
,রে,O
Sentence: 920,আফনের,O
,লগে,O
,কথা,O
,কইতে,O
,মেলা,O
,ভালা,O
,লাগে,O
,আমার,O
Sentence: 1187,আমি,O
,২০১৬,O
,থেকে,O
,তাহুরা,B-PER
,রে,O
,ভালবাসি,O
Sentence: 1808,ছোট,O
,বাচ্চারা,O
,গ্রামের,B-LOC
,বাড়ীর,I-LOC
,উঠানে,O
,খেলতাসে,O
Sentence: 3035,আমরা,O
,হাইরা,O
,গেসি,O
Sentence: 1941,আমার,O
,জামাইরে,B-REL
,আমি,O
,মেলা,O
,ভালবাসি,O
Sentence: 951,আমি,O
,ওরারে,O
,দেখতে,O
,পাইলাম,O
Sentence: 1012,আমারার,O
,মধ্যবিত্ত,O
,পরিবার,O
Sentence: 3083,তুমারে,O
,ভুলতাম,O
,না,O
Sentence: 1583,হেয়,O
,বিদেশ,B-LOC
,থাইক্কা,O
,আইসেন,O
Sentence: 363,স্বপ্ন,O
,দেখলাম,O
,ক্রাশের,O
,সাথে,O
,ঘুরতে,O
,গেসি,O
,তার,O
,পর,O
,যা,O
,হইলো,O
,বেগ,O
,ইতিহাস,O
Sentence: 155,এই,O
,মন,O
,আইজ,O
,তোমারে,O
,দিলাম,O
Sentence: 1343,হেয়,O
,শুধুমাত্র,O
,আমার,O
,লগে,O
,দেহা,O
,করার,O
,লাইজ্ঞা,O
,দেশে,B-LOC
,আইসে,O
Sentence: 3376,তুমি,O
,সরকারি,B-ROLE
,চাকরি,I-ROLE
,করতাসো,O
Sentence: 2304,বাস্তব,O
,জীবনে,O
,বিয়ার,O
,পরই,O
,ঝগড়া,O
,শুরু,O
,হয়,O
Sentence: 314,দেহা,O
,করা,O
,যাইব,O
Sentence: 1234,আম্মা,B-REL
,কেন,O
,আমি,O
,এই,O
,জাগায়,O
,গেলাম,O
Sentence: 356,আজ,O
,সিঙ্গেল,O
,বইল্লা,O
,কারো,O
,লাইজ্ঞা,O
,হাত,O
,কাটতে,O
,ফারি,O
,না,O
Sentence: 405,জীবন,O
,থাইক্কা,O
,কি,O
,কইরা,O
,এত,O
,তাড়াতাড়ি,O
,দিনগুলা,O
,কাইটা,O
,গেল,O
,হিসাব,O
,মিলাইতে,O
,ফারিনা,O
Sentence: 525,আফনে,O
,কিতা,O
,অন্যান্য,O
,বই,B-OBJ
,পড়তাসেন,O
Sentence: 300,যারা,O
,ভাবসিলেন,O
,বড়,O
,হয়া,O
,গরীবরার,O
,সেবা,O
,করবেন,O
,কিন্তু,O
,বড়,O
,হয়া,O
,দেহেন,O
,নিজেই,O
,গরীব,O
Sentence: 2894,লম্বা,O
,না,O
Sentence: 484,মাছগুলা,B-ANI
,ফানির,O
,মধ্যে,O
,সুন্দর,O
Sentence: 2529,আমার,O
,পিছন,O
,দিয়া,O
,কিতা,O
Sentence: 3409,ঘড়িডাত,B-OBJ
,কয়ডা,O
,বাজে,O
Sentence: 1322,আব্বা,B-REL
,খুব,O
,কইরা,O
,চাইতাসিল,O
,যেন,O
,আমি,O
,বাসাত,O
,যাই,O
Sentence: 1678,পলাশের,B-PER
,নানা,B-REL
,আর,O
,নানি,B-REL
,একইদিনে,O
,মইরা,O
,যান,O
Sentence: 1490,আমি,O
,আগে,O
,দেহি,O
,নাই,O
Sentence: 2301,মাইয়ারা,O
,বিয়া,O
,করার,O
,লাইজ্ঞা,O
,ভদ্র,O
,পোলা,O
,খুঁজে,O
Sentence: 716,আমি,O
,তোমারে,O
,চিনি,O
,না,O
Sentence: 1590,জরুরি,O
,সভা,O
,হইব,O
Sentence: 2228,আমার,O
,এই,O
,মন,O
,তোমারে,O
,দিলাম,O
Sentence: 2059,আমারে,O
,নিয়া,O
,বিদেশে,B-LOC
,ঘুরতে,O
,যাইবা,O
Sentence: 2541,আমি,O
,হাসাই,O
,মেলা,O
,অসহাই,O
,বোধ,O
,করতাসি,O
Sentence: 2692,এই,O
,কলমডা,B-OBJ
,নেন,O
Sentence: 1965,তোমার,O
,কিতা,O
,গরম,O
,লাগতাসে,O
Sentence: 2997,আমার,O
,মেরুন,B-COL
,রং,I-COL
,পসন্দ,O
Sentence: 3455,ইনি,O
,কেডা,O
Sentence: 345,একদিন,O
,সুন্দর,O
,একটা,O
,বাগানে,B-LOC
,একটা,O
,মাইয়া,O
,হাঁটতাসিল,O
Sentence: 2767,আমি,O
,যাইবাম,O
,না,O
Sentence: 683,আমি,O
,তোমার,O
,বাদামী,B-COL
,চোখ,O
,জোড়া,O
,ভালবাসি,O
Sentence: 454,আমি,O
,ফুটবল,B-OBJ
,খেলতাম,O
,আমার,O
,বন্ধুরার,B-ROLE
,সাথে,O
,যাইতাসি,O
Sentence: 2368,আফনেরে,O
,কিসু,O
,কওন,O
,লাগে,O
,না,O
,আফনে,O
,এমনিতেই,O
,আমার,O
,মনের,O
,কথা,O
,বুইজ্ঝা,O
,যান,O
Sentence: 1528,রেডিওতে,B-OBJ
,কেবল,O
,কথা,O
,হুনা,O
,যায়,O
Sentence: 636,বিদ্যুৎবিহীন,O
,ঘরে,O
,মােমবাত্তি,O
,জ্বেলে,O
,বইসা,O
,আসি,O
Sentence: 1783,মুরগের,B-FOOD
,মাংস,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,আমার,O
,মেলা,O
,ভালা,O
,লাগে,O
Sentence: 3470,আমি,O
,আব্বারে,O
,চিনি,O
Sentence: 2227,তোমারে,O
,একটা,O
,গোলাপ,B-OBJ
,ফুল,I-OBJ
,কিন্না,O
,দিইয়াম,O
Sentence: 2190,একজন,O
,মহিলা,O
,মারা,O
,গেসেন,O
Sentence: 1969,সারা,O
,জীবন,O
,পাইতে,O
,চাই,O
,তোমার,O
,ভালবাসা,O
Sentence: 1207,আজকে,O
,রাতে,O
,গায়ে,O
,হাত,O
,তুলসে,O
Sentence: 2691,আইন্নে,O
,এই,O
,কলমডা,B-OBJ
,নেন,O
Sentence: 499,বিদেশে,B-LOC
,ঘুরতে,O
,যাওয়ন,O
,আমার,O
,স্বপ্ন,O
Sentence: 217,মুক্তিযুদ্ধা,B-ROLE
,ভাইয়েরা,I-ROLE
,আমারার,O
,লাইজ্ঞা,O
,কত,O
,কষ্ট,O
,করছে,O
Sentence: 3321,আইজকা,O
,তোমার,O
,ভাইরে,B-REL
,দেখলাম,O
Sentence: 895,হেয়,O
,এতো,O
,সকালে,O
,নাকি,O
,উঠতে,O
,পারে,O
,না,O
Sentence: 3018,ছেড়াডা,O
,রাস্তা,B-LOC
,দিয়া,O
,যাইতাসে,O
Sentence: 742,আমি,O
,গল্পের,B-OBJ
,বই,I-OBJ
,কিনবাম,O
Sentence: 1413,আমার,O
,মা,B-REL
,ভাই,B-REL
,বইন,B-REL
,বরিশালে,B-LOC
,থাহে,O
Sentence: 2100,তুমি,O
,চাইলে,O
,আমি,O
,চাঁদ,O
,আইন্না,O
,দিয়াম,O
Sentence: 3469,গরু,B-ANI
,বান্ধুনের,O
,দরকার,O
,নাই,O
Sentence: 2694,আইন্নে,O
,কলমডা,B-OBJ
,নেন,O
Sentence: 2532,প্রাণডা,O
,ঘরো,O
,রাইখ্যা,O
Sentence: 352,তোমার,O
,বন্ধুরার,B-REL
,কাসে,O
,থাকতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 2977,শিমুর,B-PER
,সাদা,B-COL
,রং,I-COL
,পসন্দ,O
Sentence: 43,হেয়,O
,তার,O
,গেরামের,B-LOC
,একটা,O
,ইস্কুলে,B-ORG
,পড়ালেহা,O
,করে,O
Sentence: 830,আরেক,O
,টু,O
,খাও,O
,এক,O
,চামুচ,B-OBJ
,দেই,O
Sentence: 2657,আইন্নের,O
,কাসের,O
,মামুষডা,O
,কেডা,O
Sentence: 1899,আমি,O
,চইল্লা,O
,যাইতাসি,O
,তোমারে,O
,আর,O
,কোন,O
,দিন,O
,ফোন,B-OBJ
,দিয়া,O
,কইতাম,O
,না,O
,একটু,O
,সময়,O
,দাও,O
Sentence: 856,আর,O
,সহ্য,O
,না,O
,করতে,O
,পাইরা,O
,আফনেরার,O
,কাসে,O
,সঠিক,O
,পরার্মশ,O
,চাইতাসি,O
Sentence: 1312,আব্বার,B-REL
,খোঁজখবর,O
,রাখার,O
,চেষ্টা,O
,করি,O
,বেগ,O
,সময়,O
Sentence: 3284,আমারে,O
,এহনো,O
,চিনুইন,O
,না,O
Sentence: 829,তোমার,O
,রান্না,O
,তো,O
,পুরা,O
,আম্মার,B-REL
,মতো,O
Sentence: 1175,আমার,O
,বউ,B-REL
,দেখতেও,O
,সুন্দরী,O
Sentence: 880,আমি,O
,তহন,O
,মেলা,O
,ছোট,O
,আসিলাম,O
Sentence: 3091,এক,O
,গ্রামে,O
,এক,O
,টুপি,B-ROLE
,বিক্রেতা,I-ROLE
,আসিন,O
Sentence: 2494,বিশ্বকাপ,B-ORG
,ক্রিকেট,O
,খেলা,O
,আইজকে,O
,থাইক্কা,O
,শুরু,O
Sentence: 3188,আব্বু,B-REL
,আমার,O
,লেইগা,O
,কমলা,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 160,যতদিন,O
,বাইচ্চা,O
,থাকি,O
,তোমারে,O
,মনে,O
,রাখবাম,O
Sentence: 942,আমি,O
,হারায়া,O
,গেসি,O
Sentence: 2381,আমার,O
,আম্মা,B-REL
,আগের,O
,তুলনায়,O
,এহন,O
,অনেক,O
,ভালা,O
,আসে,O
Sentence: 894,আমার,O
,বউ,B-REL
,একদিনও,O
,সময়মতো,O
,টেবিলে,B-OBJ
,খাওন,O
,দিতে,O
,পারে,O
,না,O
,অনেক,O
,সময়,O
,বাইরে,O
,গিয়া,O
,নাস্তা,B-FOOD
,করি,O
Sentence: 3223,তুমার,O
,পসন্দের,O
,বই,B-OBJ
,কিনসি,O
Sentence: 2165,ছেড়াডা,O
,আমারে,O
,চিনতে,O
,পারল,O
,না,O
Sentence: 2281,আমি,O
,ক্লাসের,O
,বেগ,O
,ছেড়ারার,O
,সাথেই,O
,মিশতাম,O
Sentence: 814,এরপর,O
,ঠিক,O
,করলাম,O
,তেল,O
,মারা,O
,উত্তর,O
,দিয়াম,O
Sentence: 3343,তোমার,O
,আব্বা,B-REL
,কিতা,O
,করে,O
Sentence: 2976,লইয়া,O
,চলুইন,O
Sentence: 1652,বেহেই,O
,যহন,O
,পড়তে,O
,বয়,O
,আমি,O
,তহন,O
,ঘুমাই,O
Sentence: 1369,ঐ,O
,লোক,O
,যদি,O
,আমার,O
,বইনের,B-REL
,কোন,O
,ক্ষতি,O
,করে,O
Sentence: 1707,বাসে,B-OBJ
,কইরাই,O
,হের,O
,রওনা,O
,দিতে,O
,হইলো,O
Sentence: 1145,এহন,O
,হেয়,O
,আমারে,O
,কয়,O
,তার,O
,লাইফ,O
,থাইক্কা,O
,চইল্লা,O
,যাইত,O
Sentence: 2253,তুমি,O
,এক,O
,সন্ধ্যায়,O
,অফিস,B-ORG
,থাইক্কা,O
,বাসায়,B-LOC
,ফিরা,O
,দেখবা,O
,আমি,O
,আর,O
,নাই,O
Sentence: 2204,আফনে,O
,মেলা,O
,কষ্টে,O
,নিজেরে,O
,সামলায়া,O
,নিসেন,O
Sentence: 2583,এরুম,O
,করতাসে,O
,কেরে,O
,বইয়া,O
,বইয়া,O
Sentence: 1091,আমরার,O
,তিন,O
,বছরের,O
,প্রেম,O
Sentence: 2475,আমার,O
,ছোট,B-REL
,ভাইয়ের,I-REL
,প্রিয়,O
,ফল,B-FOOD
,হইলো,O
,জামরুল,B-FOOD
Sentence: 265,তুমি,O
,আর,O
,আমার,O
,নাই,O
,আমি,O
,এইডা,O
,মানতে,O
,পারতাসি,O
,না,O
Sentence: 360,মাঝে,O
,মাঝে,O
,মনডা,O
,চায়,O
,থাইম্মা,O
,থাকা,O
,গাড়ির,B-OBJ
,নিচে,O
,পইরা,O
,মইরা,O
,যাই,O
Sentence: 3436,হের,O
,চোখ্খের,O
,মায়াত,O
,পরসি,O
Sentence: 3232,সাহাহ্য,O
,করবাইন,O
Sentence: 3172,আব্বু,B-REL
,আমার,O
,লেইগা,O
,লাল,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1907,ছেড়িটা,O
,ছেড়াটার,O
,অপেক্ষায়,O
,থাকে,O
Sentence: 246,কিন্তু,O
,ছেড়া,O
,হঠাৎ,O
,কইরা,O
,ছেড়িরে,O
,না,O
,জানায়া,O
,দেশের,B-LOC
,বাইরে,I-LOC
,চইলা,O
,যায়,O
Sentence: 672,তুমি,O
,কি,O
,আমারে,O
,ভালবাস,O
Sentence: 2125,উনি,O
,চেষ্টা,O
,করেন,O
Sentence: 524,আমি,O
,একটা,O
,বই,B-OBJ
,পড়তাসি,O
Sentence: 1566,বেহের,O
,লগে,O
,কুশল,O
,বিনিময়,O
,হইল,O
Sentence: 2133,বিয়ার,O
,লাইজ্ঞা,O
,আম্মা,B-REL
,আমার,O
,লাইজ্ঞা,O
,ছেড়া,O
,খুজতাসে,O
Sentence: 3481,যাইবাম,O
,না,O
Sentence: 2652,হে,O
,রাজশাহী,B-LOC
,গেসে,O
,গা,O
Sentence: 2782,ভাত,B-FOOD
,খাইবাম,O
Sentence: 3433,মিরপুরে,B-LOC
,থাহি,O
Sentence: 16,আমার,O
,ঘরের,O
,কামের,B-ROLE
,ছেড়িটা,I-ROLE
,দুইদিন,O
,ধইরা,O
,পালাইছে,O
Sentence: 113,যখন,O
,ছেড়ি,O
,বুঝে,O
,তখন,O
,ছেড়াবুঝেনা,O
Sentence: 1228,আমার,O
,মা,B-REL
,বেগ,O
,কাম,O
,একলা,O
,করসে,O
Sentence: 810,আমার,O
,সুখ,O
,দেইক্ষা,O
,আবার,O
,তারার,O
,সহ্য,O
,হয়না,O
Sentence: 452,আমি,O
,ফুটবল,B-OBJ
,খেলতাম,O
,ভালবাসি,O
Sentence: 94,আমারে,O
,বেকগের,O
,সামনে,O
,মারতে,O
,মারতে,O
,বাসায়,O
,নিয়া,O
,আইসে,O
Sentence: 632,ছোটোবেলা,O
,থাইক্কাই,O
,আমার,O
,সাইকেল,B-OBJ
,চালানুর,O
,অভ্যাস,O
Sentence: 2137,আমার,O
,দুইদিন,O
,বাদে,O
,বিয়া,O
,হইব,O
Sentence: 1080,তারার,O
,ঘরের,O
,কামের,B-ROLE
,মানুষ,I-ROLE
,হিসাবে,O
,রাখতে,O
,চাইসিল,O
Sentence: 2594,কতা,O
,ঠিক,O
,আসে,O
Sentence: 1215,আমার,O
