Sentence #,noakhali_word,bio_tag
,শরবত,B-FOOD
,বানাই,O
,খো,O
Sentence: 1894,ঠান্ডা,B-FOOD
,শরবত,I-FOOD
,বানাই,O
,খো,O
Sentence: 1895,এতো,O
,চিন্তা,O
,করা,O
,লাইগদোনো,O
,নিজেরে,O
,লই,O
,ভাবো,O
Sentence: 1896,আরে,B-FOOD
,আন্ডা,O
,দেশে,B-LOC
,ফলের,B-FOOD
,রাজা,O
,বলা,O
,অয়,O
Sentence: 1897,তুই,O
,দেখতে,O
,সুন্দর,O
,নো,O
,অইলেও,O
,আই,O
,তোওয়ারেই,O
,চাই,O
Sentence: 1898,হেডে,O
,অনেক,O
,হুলিশ,B-ROLE
,দেখি,O
,বাসার,O
,মুই,O
,হিচ্ছিলাম,O
Sentence: 1899,আমি,O
,চলি,O
,যাইর,O
,তোওয়ার,O
,আর,O
,কোন,O
,দিন,O
,ফোন,B-OBJ
,দি,O
,কইতান্নো,O
,এক্কেনা,O
,সময়,O
,দো,O
Sentence: 1900,বুঝি,O
,উঠতাম,O
,হারিয়ের,O
,না,O
,কিয়া,O
,কইত্তাম,O
Sentence: 1901,আন্নের,O
,সব,O
,কথা,O
,ঠিক,O
,আছে,O
Sentence: 1902,আই,O
,ভালা,O
,পোলা,O
Sentence: 1903,বিয়ার,O
,লাই,O
,আব্বা,B-REL
,আর,O
,লাই,O
,মাইয়া,O
,খুঁজের,O
Sentence: 1904,আম্মা,B-REL
,আরে,O
,কাইলগা,O
,একটা,O
,পোলার,O
,লোগে,O
,দেয়া,O
,কইরতে,O
,কৈসিলো,O
Sentence: 1905,পোলাডারে,O
,আর,O
,ভালা,O
,লাগসে,O
Sentence: 1906,পোলাডা,O
,হয়তো,O
,আরেকটা,O
,মাইয়ারে,O
,ভালোবাসে,O
Sentence: 1907,মাইয়াটার,O
,লাইগা,O
,পোলাডা,O
,সব,O
,সময়,O
,বসি,O
,থাকে,O
Sentence: 1908,পোলাডা,O
,কিল্লাই,O
,যে,O
,মাইয়াডার,O
,মনের,O
,কথা,O
,বুঝতে,O
,পারে,O
,না,O
Sentence: 1909,মাইয়া,O
,বুজ্জে,O
,যে,O
,পোলাডা,O
,হিগার,O
,মনের,O
,কথা,O
,ভালা,O
,করি,O
,বুঝে,O
,নো,O
Sentence: 1910,একদিন,O
,না,O
,একদিন,O
,মাইয়া,O
,ইগা,O
,পোলাগোরে,O
,ভালাবাসব,O
Sentence: 1911,তুই,O
,আরে,O
,দোহাই,O
,লাগে,O
,আর,O
,জলাইস,O
,না,O
Sentence: 1912,হেতে,O
,ইগারে,O
,মেলা,O
,তেক্ত,O
,করে,O
Sentence: 1913,হেতন,O
,রে,O
,লই,O
,আই,O
,আড়,B-LOC
,গেরামের,I-LOC
,বাইত,O
,যামু,O
Sentence: 1914,এবার,O
,ছুডি,O
,সিলোট,B-LOC
,গুইত্যাম,O
,জাইয়ুম,O
Sentence: 1915,আই,O
,যারে,O
,বালাবাশি,O
,হেতে,O
,শিলোট,B-LOC
,থায়,O
Sentence: 1916,য়ার,O
,অন,O
,বই,B-OBJ
,লাইগদো,O
,নও,O
Sentence: 1917,তুই,O
,কি,O
,এই,O
,বই,B-OBJ
,হইটটে,O
,ছাস,O
Sentence: 1918,হেতে,O
,কি,O
,এই,O
,বই,B-OBJ
,হইটটে,O
,চায়,O
Sentence: 1919,আন্নে,O
,কি,O
,এই,O
,বই,B-OBJ
,হইটটে,O
,চান,O
Sentence: 1920,য়ার,O
,বই,B-OBJ
,হইটটে,O
,বালা,O
,লাগে,O
Sentence: 1921,তোর,O
,য়ারে,O
,চিনোন,O
,লাইগদ,O
,ন,O
Sentence: 1922,মেলা,O
,রাইত,O
,অই,O
,গেছে,O
,অন,O
,ঘুমাই,O
,হরো,O
Sentence: 1923,তোরে,O
,অনেক,O
,হরালেয়া,O
,কইত্তে,O
,অইবো,O
Sentence: 1924,তোর,O
,হরালেয়া,O
,কইত্তে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1925,আর,O
,হরালেয়া,O
,কইত্তে,O
,অইবো,O
Sentence: 1926,হেতে/,O
,হেতি,O
,অনেক,O
,ভালো,O
,রান্দে,O
Sentence: 1927,আই,O
,এককান,O
,স্কুলে,B-ORG
,হড়ালেয়া,O
,করি,O
Sentence: 1928,আর,O
,ছোড,B-REL
,বইন,I-REL
,এককান,O
,স্কুলে,B-ORG
,হড়,O
Sentence: 1929,আর,O
,ছোড,B-REL
,ভাই,I-REL
,এককান,O
,স্কুলে,B-ORG
,হড়ালেয়া,O
,করে,O
Sentence: 1930,আর,O
,স্কুলে,B-ORG
,যাইতো,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1931,আর,O
,বিয়ার,O
,বয়স,O
,হার,O
,অই,O
,যার,O
Sentence: 1932,আহাইরে,O
,তোওর,O
,মনে,O
,কত,O
,বেদনা,O
Sentence: 1933,আই,O
,ঘুমাইতাম,O
,যাইয়ুম,O
Sentence: 1934,আই,O
,নাইচতাম,O
,হারি,O
Sentence: 1935,আই,O
,হাফুরকাইটতাম,O
,হছন্দ,O
,করি,O
Sentence: 1936,আই,O
,তোওর,O
,বাসাত,O
,ঘুইরতাম,O
,আমু,O
Sentence: 1937,হেতে,O
,হেতার,O
,গেরামের,B-LOC
,বাইত,I-LOC
,ঘুইরতো,O
,গেছে,O
Sentence: 1938,আর,O
,বন্দু,B-REL
,মানষিকভাবে,O
,দুর্বল,O
Sentence: 1939,এইক্কান,O
,অবস্তাত,O
,হেতার,O
,কি,O
,করন,O
,উচিত,O
Sentence: 1940,আর,O
,দুইআন,O
,লেদা,O
,বাইচ্চা,O
,আছে,O
Sentence: 1941,আর,O
,জামাইরে,B-REL
,আই,O
,অনেক,O
,ভালোবাসি,O
Sentence: 1942,মেলাদিন,O
,হর,O
,আন্নের,O
,লগে,O
,দেয়া,O
Sentence: 1943,আন্নে,O
,কেইক্কান,O
,আছেন,O
Sentence: 1944,আন্নের,O
,কি,O
,আর,O
,কতা,O
,মনে,O
,আছে,O
,নি,O
,অনো,O
Sentence: 1945,আর,O
,হরালেয়া,O
,কইত্তে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1946,আর,O
,স্বপ্ন,O
,বিদেশ,B-LOC
,যাই,O
,হরালেয়া,O
,করুম,O
Sentence: 1947,আন্নের,O
,লগে,O
,কতা,O
,কই,O
,অনেক,O
,ভালা,O
,লাইগছে,O
Sentence: 1948,মেলা,O
,মাইনষে,O
,কয়,O
,প্রেম,O
,কইরলে,O
,মানুষ,O
,বেকুক,O
,অয়,O
Sentence: 1949,অনেকে,O
,এটাও,O
,কয়,O
,বিয়া,O
,কইরলে,O
,বলে,O
,মানুষ,O
,গাদা,O
,অয়,O
Sentence: 1950,এগগা,O
,মানুষ,O
,মরি,O
,গেছে,O
Sentence: 1951,তুই,O
,এত,O
,হইনি,O
,আগে,O
,কিল্লাই,O
,কসসো,O
Sentence: 1952,আই,O
,আগেই,O
,কইছি,O
,তুউই,O
,ছাড়া,O
,আর,O
,এই,O
,হিতিবিতে,B-LOC
,আর,O
,কিছু,O
,নাই,O
Sentence: 1953,মনের,O
,ভালোবাসা,O
,আজীবন,O
,থাইকব,O
Sentence: 1954,জীবনের,O
,কিছু,O
,হত,O
,একলা,O
,চলন,O
,হেক্কান,O
,কঠিন,O
,নো,O
Sentence: 1955,জীবন,O
,অইচে,O
,বাইচবার,O
,লাই,O
Sentence: 1956,মন,O
,অইছে,O
,দিবার,O
,লাই,O
Sentence: 1957,ভালোবাসা,O
,অইছে,O
,সারাজীবন,O
,পাশে,O
,থাইকবার,O
,লাই,O
Sentence: 1958,আই,O
,কিছু,O
,ভাগবতাম,O
,হারিনা,O
,তোয়ারে,O
,ছাড়া,O
Sentence: 1959,আই,O
,কিছু,O
,লিকতাম,O
,হারিনা,O
,তোয়ার,O
,নাম,O
,ছাড়া,O
Sentence: 1960,আই,O
,কিছু,O
,বুইজদাম,O
,চাইনা,O
,তোয়ারে,O
,ছাড়া,O
Sentence: 1961,ভালোবাসা,O
,এইক্কান,O
,কিল্লাই,O
,হয়,O
Sentence: 1962,যেত্তে,O
,হোলা,O
,বুঝে,O
,হেইত্তে,O
,মাইয়া,O
,বুঝে,O
,না,O
Sentence: 1963,ভালাবাশি,O
,তোমাকে,O
,বলা,O
,বাকি,O
Sentence: 1964,আমার,O
,মেলা,O
,গরম,O
,লাগের,O
Sentence: 1965,তোমার,O
,গরম,O
,লাগের,O
,নি,O
Sentence: 1966,আন্নের,O
,কি,O
,গরম,O
,লাগেনি,O
Sentence: 1967,আন্নে,O
,কি,O
,আরে,O
,ভালা,O
,ভাসেন,O
Sentence: 1968,তোয়ার,O
,লাই,O
,মনের,O
,ভিত্তে,O
,অফুরন্থ,O
,আশা,O
Sentence: 1969,সারাজীবন,O
,হাইতাম,O
,চাই,O
,তোমার,O
,ভালোবাসা,O
Sentence: 1970,আরাই,O
,যাইতাম,O
,ইচ্ছা,O
,করে,O
,মেলা,O
,দুরা,O
Sentence: 1971,চলোনা,O
,দুইজনি,O
,মিলি,O
,ঘুরি,O
,আই,O
Sentence: 1972,চলোনা,O
,দুইজন,O
,মিলি,O
,হাবুর,O
,কাডি,O
Sentence: 1973,বাস্তব,O
,কঠিন,O
,হইলেও,O
,মানায়,O
,লই,O
,চলন,O
,লাগে,O
Sentence: 1974,ফেসবুক,B-ORG
,এ,O
,এগগার,O
,লগে,O
,সম্পর্ক,O
,হইছে,O
Sentence: 1975,পোলাটা,O
,ভালা,O
,চাকরি,O
,করে,O
Sentence: 1976,এই,O
,পাঁচ,O
,মাসে,O
,পোলা,O
,হিগার,O
,পরিবার,O
,লই,O
,মাইয়ার,O
,বাসায়,O
,যায়,O
,না,O
Sentence: 1977,মাইয়া,O
,কইতাছে,O
,দরকার,O
,পড়লে,O
,আর,O
,পরিবার,O
,নি,O
,তোমার,O
,পরিবার,O
,এর,O
,লগে,O
,কথা,O
,কইব,O
Sentence: 1978,পরিবার,O
,বলতে,O
,বাপ,B-REL
,মা,B-REL
,ভাই,B-REL
,বইন,B-REL
,নিয়ে,O
Sentence: 1979,আর,O
,স্বামী,B-REL
,দুই,O
,বছর,O
,আগে,O
,আমগোরেরাই,O
,আলাদা,O
,হই,O
,গেছে,O
Sentence: 1980,আর,O
,হছন্দ,O
,অয়,O
,এইক্কান,O
,মাইয়া,O
,হেতাগো,O
,হছন্দ,O
,অয়না,O
Sentence: 1981,আন্নের,O
,বাবা,B-REL
,মার,B-REL
,যেহেতু,O
,স্বপ্ন,O
Sentence: 1982,হরে,O
,আন্নের,O
,অনেক,O
,আফসোস,O
,অইব,O
Sentence: 1983,হেতাগো,O
,এককান,O
,বাইচ্চা,O
,আছে,O
,হাচ,O
,বছরের,O
Sentence: 1984,দুইজন,O
,ই,O
,হেতাগো,O
,চাকরি,O
,লই,O
,বেস্ত,O
Sentence: 1985,সংসারে,O
,কেউ,O
,ঠীকমত,O
,সময়,O
,দিতাম,O
,হারেনা,O
Sentence: 1986,স্ত্রীর,B-REL
,অভিযোগ,O
,স্বামি,B-REL
,হেতার,O
,দায়িত্ব,O
,ঠিকমতো,O
,হালন,O
,করের,O
,না,O
Sentence: 1987,আন্নের,O
,নাম,O
,কিয়া,O
Sentence: 1988,তোয়ার,O
,নাম,O
,কিয়া,O
Sentence: 1989,তোয়ার,O
,বাবার,B-REL
,নাম,O
,কিয়া,O
Sentence: 1990,তোয়ার,O
,বাড়ি,B-LOC
,কোনাই,O
Sentence: 1991,তোয়ার,O
,মার,B-REL
,নাম,O
,কিয়া,O
Sentence: 1992,হরে,O
,খুজি,O
,নাও,O
,হাইতাম,O
,হারি,O
Sentence: 1993,হেতাগো,O
,লগে,O
,আই,O
,মেলা,O
,সময়,O
,আনন্দে,O
,ভরি,O
,থাই,O
Sentence: 1994,আর,O
,বন্দুঅগল,B-REL
,আরে,O
,ভালোবাসা,O
,দেয়,O
Sentence: 1995,আমরা,O
,বেকে,O
,সবসময়,O
,একসাথে,O
,হাসিখুশি,O
,থাই,O
,সময়,O
,কাডাই,O
Sentence: 1996,আংগোর,O
,ভিত্তে,O
,কোন,O
,ঝগড়া,O
,নাই,O
Sentence: 1997,আর,O
,বইন,B-REL
,আর,O
,লগে,O
,বেকসময়,O
,থাইকতাম,O
,চায়,O
Sentence: 1998,আই,O
,আর,O
,ভাইরে,B-REL
,অনেক,O
,ভালোবাসি,O
Sentence: 1999,আই,O
,আর,O
,বইনরে,B-REL
,অনেক,O
,ভালোবাসি,O
Sentence: 2000,এককান,O
,গেরামে,B-LOC
,একজন,O
,খারাপ,O
,হোলা,O
,থাইকত,O
Sentence: 2001,হেতে,O
,বেক,O
,সময়,O
,মিত্যা,O
,কতা,O
,কইত,O
Sentence: 2002,বেকে,O
,হেতারে,O
,মেলা,O
,ভয়,O
,হাইত,O
Sentence: 2003,কেউ,O
,তোরে,O
,ভালোব্যাইসত,O
,নাহ,O
Sentence: 2004,হেতে,O
,বহুত,O
,খারাপ,O
,আছিলো,O
Sentence: 2005,গ্যেরামের,B-LOC
,মানুষঅগল,O
,হোলাগার,O
,তুন,O
,দূরে,O
,থ্যাইকবের,O
,চেষ্টা,O
,কইতো,O
Sentence: 2006,আন্নে,O
,এতো,O
,খারাপ,O
,অই,O
,কিল্লাই,O
,আছেন,O
Sentence: 2007,খাইবের,O
,সময়,O
,বহুত,O
,বেদনা,O
,করের,O
,দাঁতে,O
Sentence: 2008,ইয়া,O
,কেচ্ছা,O
,প্রশ্ন,O
Sentence: 2009,তুুওই,O
,কন্ডে,O
,থাকো,O
Sentence: 2010,আন্ডা,O
,কিল্লাই,O
,যাইর,O
,না,O
Sentence: 2011,কামে,O
,গাফেলতি,O
,করিও,O
,না,O
Sentence: 2012,আন্নেরে,O
,কেন্নে,O
,সাহায্য,O
,কইরতাম,O
,হারি,O
Sentence: 2013,আই,O
,বাংলা,O
,কতা,O
,বুজি,O
Sentence: 2014,আই,O
,আন্নের,O
,লগে,O
,আছি,O
Sentence: 2015,আন্নে,O
,কি,O
,ইজ্ঞা,O
,বাংলা,O
,গান,O
,গাইতে,O
,হাইরবেন,O
Sentence: 2016,আই,O
,আন্নেরে,O
,কোনোদিন,O
,ভুইলতাম,O
,হাইতান্ন,O
Sentence: 2017,আন্নে,O
,কি,O
,ইয়ানে,O
,রাস্তা,B-LOC
,দেখতে,O
,হারেন,O
Sentence: 2018,আই,O
,আন্নের,O
,কাছে,O
,আইতাম,O
,চাই,O
Sentence: 2019,আন্নে,O
,কি,O
,হড়ালেয়া,O
,ক্যরতে,O
,হারেন,O
Sentence: 2020,আই,O
,আন্নের,O
,লাই,O
,অপেক্ষা,O
,ক্যরতে,O
,হারি,O
Sentence: 2021,আন্নে,O
,কি,O
,আর,O
,প্রশ্নের,O
,জবাব,O
,দিতে,O
,হারেন,O
Sentence: 2022,আই,O
,আন্নের,O
,কাছেের,O
,তুন,O
,এজ্ঞা,O
,গল্প,O
,হুইন্তাম,O
,চাই,O
Sentence: 2023,আন্নে,O
,কি,O
,আরে,O
,এজ্ঞা,O
,ছবি,O
,তুলতে,O
,হারেন,O
Sentence: 2024,আই,O
,আন্নের,O
,লগে,O
,এজ্ঞা,O
,কতা,O
,কইতাম,O
,চাই,O
Sentence: 2025,আন্নে,O
,কি,O
,কোনো,O
,ভুল,O
,করেন,O
,নি,O
Sentence: 2026,আন্নে,O
,কি,O
,এজ্ঞা,O
,বাংলা,B-OBJ
,বই,I-OBJ
,হরইত্ত্বে,O
,হারেন,O
Sentence: 2027,আই,O
,আন্নে্র,O
,কাছে,O
,পরামশ,O
,চাই,O
Sentence: 2028,আই,O
,আন্নের,O
,লগে,O
,থ্যাইকতে,O
,চাই,O
Sentence: 2029,আন্নে,O
